,Gender,Married,Dependents,Education,Self_Employed,LoanAmount,Loan_Amount_Term,Credit_History,Property_Area,Loan_Status,total_income,LoanRatio
32,Male,Yes,0,Graduate,No,4.736198448394496,360.0,1.0,Semiurban,Y,8.550047528287184,0.5539382597260591
33,Male,No,3+,Graduate,No,5.768320995793772,360.0,1.0,Rural,N,9.648595302907339,0.5978404953989155
34,Male,Yes,0,Graduate,No,4.605170185988092,360.0,0.0,Urban,N,8.057694194815587,0.5715245670344639
35,Female,Yes,0,Graduate,No,4.969813299576001,360.0,1.0,Semiurban,Y,8.542080906924017,0.5818035855347123
36,Male,No,0,Graduate,No,5.214935757608986,360.0,1.0,Urban,Y,9.339261152043022,0.5583884712837467
37,Male,No,0,Not Graduate,No,4.700480365792417,360.0,1.0,Semiurban,Y,8.59711281459211,0.5467510392342607
38,Male,No,0,Graduate,No,4.382026634673881,360.0,1.0,Urban,N,8.1886891244442,0.535131639274596
39,Male,No,0,Graduate,No,3.8501476017100584,360.0,1.0,Urban,Y,8.0106915391303,0.4806261210911709
40,Male,Yes,0,Graduate,No,4.31748811353631,360.0,1.0,Urban,Y,7.783224016336037,0.5547171846106999
41,Male,Yes,0,Graduate,No,4.897839799950911,360.0,1.0,Semiurban,Y,8.744647438317532,0.5600957425098038
42,Male,Yes,0,Not Graduate,Yes,4.564348191467836,360.0,1.0,Urban,Y,8.454253391642363,0.5398877913903104
43,Female,No,0,Graduate,No,4.477336814478207,360.0,1.0,Urban,Y,8.134467570277563,0.550415472899283
44,Male,Yes,1,Graduate,No,3.784189633918261,360.0,1.0,Urban,Y,8.639233817325263,0.4380237546446983
45,Male,Yes,0,Graduate,No,4.969813299576001,360.0,1.0,Urban,Y,8.669227347271736,0.5732706157648564
46,Female,Yes,0,Graduate,No,4.787491742782046,360.0,0.0,Urban,N,8.713582005421628,0.5494286666267957
47,Female,No,0,Graduate,No,4.969813299576001,360.0,1.0,Semiurban,Y,8.744328763999984,0.5683470319684802
48,Female,Yes,0,Not Graduate,No,4.605170185988092,360.0,1.0,Semiurban,Y,8.18088094199639,0.5629186170339605
49,Female,No,0,Graduate,No,4.787491742782046,360.0,1.0,Semiurban,Y,8.034631032923107,0.5958570746017557
50,Female,No,0,Graduate,No,4.718498871295094,360.0,1.0,Semiurban,N,8.349957272040324,0.5650925768320875
51,Male,Yes,2,Graduate,No,4.897839799950911,360.0,1.0,Urban,N,8.437283808187935,0.5804995910174099
52,Female,Yes,1,Graduate,Yes,5.655991810819852,360.0,0.0,Urban,N,9.350102314351341,0.6049122908675074
53,Male,Yes,2,Graduate,No,4.574710978503383,360.0,1.0,Semiurban,Y,8.262300941787448,0.5536848646321154
54,Male,Yes,0,Graduate,No,4.564348191467836,360.0,1.0,Semiurban,Y,8.222285073872717,0.5551191852945591
55,Male,Yes,0,Graduate,No,4.90527477843843,360.0,1.0,Rural,N,8.624431942085836,0.5687649704210059
56,Male,Yes,1,Graduate,No,5.19295685089021,360.0,1.0,Urban,Y,9.242807562113684,0.5618376035628143
57,Male,Yes,2,Not Graduate,No,4.969813299576001,360.0,1.0,Urban,Y,8.734881892047483,0.5689617056071106
58,Male,Yes,0,Graduate,No,4.787491742782046,360.0,1.0,Urban,Y,8.74766979009724,0.5472876614754828
59,Male,Yes,3+,Graduate,No,4.59511985013459,360.0,1.0,Urban,Y,8.015987811027237,0.5732443659424342
60,Male,Yes,0,Not Graduate,Yes,5.10594547390058,180.0,0.0,Rural,N,8.709134991587183,0.586274696491994
61,Female,No,0,Graduate,No,4.7535901911063645,360.0,0.0,Semiurban,N,8.334711621820917,0.5703364923461898
62,Male,Yes,0,Graduate,No,5.552959584921617,360.0,1.0,Semiurban,N,9.241935933565934,0.6008437652931282
63,Male,No,0,Not Graduate,No,4.836281906951478,180.0,0.0,Urban,N,8.604104563405533,0.5620900898300173
64,Male,Yes,1,Graduate,No,5.7430031878094825,360.0,1.0,Urban,Y,9.28266103355581,0.6186806958747229
65,Male,Yes,3+,Not Graduate,Yes,4.8283137373023015,60.0,1.0,Urban,Y,8.867850063029406,0.5444739934690402
66,Female,No,0,Graduate,No,4.912654885736052,360.0,0.0,Semiurban,N,8.366370301681654,0.587190706195326
67,Male,Yes,0,Graduate,No,5.147494476813453,360.0,1.0,Urban,Y,8.744169388750624,0.5886773514972966
68,Male,Yes,2,Not Graduate,Yes,4.574710978503383,360.0,1.0,Semiurban,Y,8.229511118964457,0.5558909772855416
69,Male,No,0,Graduate,No,4.394449154672439,300.0,1.0,Semiurban,Y,8.160518247477505,0.5385012350203133
70,Male,Yes,3+,Not Graduate,No,4.553876891600541,360.0,0.0,Semiurban,N,8.46695197497949,0.5378413512982718
71,Male,Yes,3+,Graduate,Yes,5.231108616854587,360.0,1.0,Semiurban,Y,8.859363449152088,0.5904610017275277
72,Male,No,0,Graduate,No,4.727387818712341,480.0,1.0,Urban,N,8.229511118964457,0.5744433357430352
73,Male,No,0,Graduate,No,5.170483995038151,360.0,1.0,Urban,N,9.047821442478408,0.5714617632442839
74,Male,Yes,1,Graduate,Yes,4.700480365792417,360.0,1.0,Urban,N,8.299534570332597,0.5663546944662041
75,Male,Yes,3+,Graduate,No,5.19295685089021,300.0,0.0,Semiurban,N,8.877242435993919,0.5849740939635376
76,Male,Yes,3+,Not Graduate,Yes,4.867534450455582,360.0,1.0,Semiurban,Y,8.612321536507814,0.5651826200197009
77,Female,No,0,Graduate,No,4.709530201312334,360.0,1.0,Semiurban,Y,8.254788926148725,0.570520971940777
78,Female,Yes,2,Graduate,No,5.117993812416755,360.0,1.0,Urban,N,8.089175678837561,0.6326965831396342
79,Male,Yes,0,Graduate,No,5.579729825986222,360.0,1.0,Semiurban,N,9.017968479328726,0.6187346783010227
80,Male,Yes,1,Graduate,No,3.912023005428146,240.0,1.0,Urban,Y,8.291045131081729,0.4718371379698118
81,Male,No,0,Graduate,No,4.912654885736052,360.0,1.0,Semiurban,Y,8.496378051702317,0.5782057784907255
82,Male,Yes,2,Not Graduate,No,4.59511985013459,360.0,1.0,Semiurban,Y,8.581669210600602,0.5354575825945863
83,Male,Yes,0,Graduate,No,4.6443908991413725,360.0,1.0,Semiurban,Y,8.43771698991444,0.5504321731450331
84,Male,No,0,Graduate,No,5.3471075307174685,360.0,1.0,Urban,Y,9.055556158175316,0.5904780929319425
85,Male,Yes,0,Graduate,No,5.1647859739235145,360.0,1.0,Semiurban,Y,9.196444266784072,0.5616068367399134
86,Male,Yes,0,Graduate,No,4.875197323201151,360.0,1.0,Semiurban,Y,8.675563527387679,0.5619458964032431
87,Male,Yes,2,Graduate,No,5.236441962829949,180.0,1.0,Semiurban,Y,9.384629757072872,0.5579806660868452
88,Male,Yes,2,Not Graduate,No,4.394449154672439,360.0,1.0,Urban,Y,8.535622326884605,0.5148364098574588
89,Male,No,0,Graduate,No,4.804021044733257,360.0,1.0,Semiurban,Y,8.326758814511733,0.5769376958968586
90,Male,No,0,Not Graduate,No,3.2188758248682006,120.0,1.0,Semiurban,Y,8.194229304819817,0.39282227835323924
91,Female,Yes,0,Graduate,No,4.919980925828125,360.0,1.0,Semiurban,Y,8.47345026846832,0.580634897231476
92,Male,Yes,0,Graduate,No,3.912023005428146,360.0,1.0,Semiurban,Y,7.9976631270201,0.4891457596171285
93,Male,Yes,0,Not Graduate,No,4.74493212836325,180.0,1.0,Semiurban,Y,8.339978571990427,0.568938167814839
94,Male,Yes,0,Graduate,No,4.875197323201151,360.0,1.0,Semiurban,Y,8.575462099540212,0.568505494702442
95,Male,Yes,2,Not Graduate,No,4.890349128221754,180.0,1.0,Urban,Y,8.929435283803425,0.5476661146861178
96,Male,No,0,Graduate,No,5.017279836814924,360.0,1.0,Semiurban,Y,9.065198986306513,0.5534660457419418
97,Male,Unknown,0,Graduate,No,5.075173815233827,360.0,1.0,Urban,Y,8.42726848388825,0.6022323633021593
98,Male,Yes,1,Graduate,No,4.605170185988092,360.0,1.0,Urban,Y,8.31434234336979,0.5538826759593861
99,Male,Yes,2,Graduate,No,5.41610040220442,360.0,1.0,Urban,Y,9.436918020024674,0.5739268255495833
100,Male,No,0,Not Graduate,No,4.787491742782046,360.0,1.0,Rural,N,8.9001399880938,0.5379119597204688
101,Male,Yes,2,Graduate,No,5.375278407684165,360.0,0.0,Urban,N,8.909235279192261,0.6033377993999396
102,Male,Yes,3+,Not Graduate,No,4.543294782270004,480.0,1.0,Semiurban,Y,7.946263643580541,0.57175233368205
103,Male,No,0,Graduate,No,4.912654885736052,360.0,1.0,Urban,Y,8.578476419833136,0.5726721908774112
104,Female,Yes,0,Graduate,No,4.9344739331306915,360.0,1.0,Semiurban,Y,8.568266461600238,0.5759010828205631
105,Male,Yes,0,Not Graduate,No,5.0238805208462765,360.0,0.0,Rural,N,8.94715577112479,0.5615058739739255
106,Male,No,0,Graduate,No,4.770684624465665,360.0,1.0,Semiurban,Y,8.527143522269405,0.5594704266448186
107,Male,Yes,1,Graduate,No,5.220355825078324,180.0,1.0,Rural,Y,9.587611745713565,0.5444896981161387
108,Female,Yes,0,Graduate,No,5.0369526024136295,360.0,1.0,Semiurban,Y,8.60337088765729,0.585462682963003
109,Male,Yes,1,Graduate,No,4.442651256490317,360.0,1.0,Urban,Y,8.192016914536875,0.5423147074570556
110,Male,Yes,0,Graduate,No,5.1647859739235145,360.0,1.0,Rural,N,8.950273466557375,0.577053426716144
111,Female,No,0,Graduate,No,5.556828061699537,360.0,1.0,Urban,Y,9.250330020192342,0.6007167365455783
112,Male,Yes,0,Graduate,No,5.19295685089021,360.0,1.0,Rural,Y,9.0280988119824,0.5751993812914344
113,Female,No,0,Graduate,No,3.784189633918261,360.0,1.0,Semiurban,Y,8.334711621820917,0.4540276623381859
114,Female,No,0,Graduate,No,4.919980925828125,360.0,0.0,Semiurban,Y,9.316230747233615,0.5281085300821984
115,Male,Yes,2,Graduate,No,4.394449154672439,360.0,1.0,Semiurban,Y,7.9919305198524775,0.5498607806657403
116,Male,Yes,0,Not Graduate,No,5.267858159063328,360.0,1.0,Rural,Y,8.750524669117937,0.6020048349391528
117,Female,No,0,Graduate,No,4.532599493153256,360.0,1.0,Rural,Y,8.213923595622743,0.5518190473026447
118,Unknown,Yes,3+,Graduate,No,5.91350300563827,360.0,1.0,Rural,Y,10.077566902136047,0.586798684946943
119,Male,Yes,1,Graduate,Yes,5.075173815233827,180.0,0.0,Urban,N,9.572410734431823,0.5301876356995944
120,Male,Yes,0,Graduate,No,5.204006687076795,360.0,1.0,Rural,N,9.065198986306513,0.5740642532985472
121,Male,No,0,Graduate,Yes,6.476972362889683,480.0,1.0,Urban,Y,9.91175329695316,0.6534638392261722
122,Male,No,0,Graduate,No,4.30406509320417,360.0,1.0,Urban,Y,8.279697133877628,0.5198336392756976
123,Male,No,0,Graduate,No,4.248495242049359,360.0,1.0,Semiurban,Y,7.907651594711089,0.5372638375837019
124,Male,Yes,0,Graduate,Yes,3.2188758248682006,120.0,1.0,Semiurban,Y,8.148734808937169,0.3950154104092185
125,Male,No,0,Graduate,No,4.624972813284271,360.0,1.0,Semiurban,Y,8.49596955496461,0.5443725737672487
126,Male,Yes,3+,Graduate,No,5.66988092298052,360.0,1.0,Semiurban,N,9.371608519572305,0.605006164218144
127,Female,Yes,0,Graduate,No,4.430816798843313,360.0,1.0,Rural,N,8.430109084509125,0.5255942425448833
128,Male,Yes,2,Graduate,Yes,4.477336814478207,360.0,1.0,Urban,Y,8.827028068509152,0.5072303814747482
129,Male,No,0,Graduate,No,5.488937726156687,360.0,0.0,Semiurban,N,9.61573881119536,0.5708284962738439
130,Male,Yes,2,Not Graduate,No,4.859812404361672,360.0,1.0,Rural,N,8.635864721133736,0.562747629947087
131,Male,Yes,2,Graduate,No,5.220355825078324,360.0,1.0,Rural,N,8.871365005136852,0.5884501226198611
132,Male,No,0,Graduate,No,5.123963979403259,360.0,1.0,Urban,Y,8.597297435657898,0.5959970581163397
133,Male,No,0,Graduate,Yes,5.1647859739235145,180.0,1.0,Semiurban,Y,8.846496938558838,0.5838227277751026
134,Male,Yes,0,Graduate,No,4.804021044733257,360.0,1.0,Semiurban,Y,8.462103225098277,0.5677100499654404
135,Male,Yes,2,Graduate,No,5.231108616854587,180.0,1.0,Urban,Y,9.372204086867741,0.5581513770260695
136,Female,Yes,0,Graduate,No,4.605170185988092,360.0,1.0,Semiurban,Y,8.827028068509152,0.5217124212414435
137,Female,Yes,2,Graduate,No,4.248495242049359,360.0,1.0,Urban,Y,9.60683200528524,0.4422368622363784
138,Male,Yes,1,Graduate,No,3.4011973816621555,360.0,1.0,Urban,Y,7.993957547573565,0.4254710337678154
139,Female,No,0,Graduate,No,5.41610040220442,360.0,1.0,Rural,N,9.364433907313582,0.5783692272070465
140,Male,Yes,0,Graduate,No,4.8283137373023015,360.0,1.0,Semiurban,Y,8.646465527120377,0.5584147328359644
141,Male,No,0,Graduate,No,4.770684624465665,360.0,0.0,Rural,N,8.744647438317532,0.5455548274663825
142,Male,Yes,0,Graduate,Yes,5.0238805208462765,360.0,1.0,Rural,Y,8.752581469146884,0.5739884328475671
143,Male,No,0,Graduate,No,5.497168225293202,360.0,1.0,Urban,N,9.123256265069069,0.6025445373425105
144,Male,Yes,2,Not Graduate,No,4.727387818712341,360.0,1.0,Rural,N,7.732369222284388,0.6113763689773366
145,Male,No,0,Graduate,No,3.912023005428146,360.0,1.0,Urban,Y,8.087640287778983,0.4837038822485094
146,Male,Yes,3+,Graduate,No,6.396929655216146,180.0,0.0,Semiurban,Y,10.596609732783568,0.6036770076966654
147,Male,Yes,1,Graduate,No,5.075173815233827,360.0,1.0,Rural,Y,8.699514748210191,0.5833858510646213
148,Male,Yes,1,Graduate,No,5.231108616854587,360.0,1.0,Urban,Y,9.16303909885817,0.5708923164484204
149,Male,No,0,Graduate,No,4.787491742782046,360.0,1.0,Rural,Y,8.529714471969909,0.561272215912333
150,Male,Yes,0,Graduate,No,5.541263545158426,360.0,1.0,Semiurban,Y,9.23092700558457,0.6002932903495007
151,Male,Yes,0,Not Graduate,No,4.584967478670572,360.0,1.0,Semiurban,Y,7.973844375944687,0.5750008731675775
152,Male,Yes,0,Graduate,No,5.616771097666572,360.0,1.0,Urban,N,8.978786553302003,0.6255601538496279
153,Male,Yes,1,Graduate,No,4.795790545596741,360.0,0.0,Semiurban,N,8.382289428951436,0.5721337334204482
154,Male,Yes,2,Graduate,No,5.062595033026967,360.0,1.0,Rural,Y,8.633018756921828,0.5864223367947454
155,Male,Yes,0,Graduate,No,4.31748811353631,180.0,1.0,Urban,Y,9.140239744296693,0.4723604888187235
156,Male,Yes,0,Graduate,No,5.204006687076795,360.0,1.0,Rural,Y,8.835355971121606,0.5889979650040259
157,Female,Yes,0,Graduate,No,4.718498871295094,360.0,1.0,Rural,N,8.430109084509125,0.5597197882012753
158,Male,Yes,0,Graduate,No,4.859812404361672,360.0,1.0,Rural,Y,8.660773919893762,0.5611291149395671
159,Male,No,0,Graduate,No,4.143134726391533,480.0,0.0,Semiurban,N,7.71289096149013,0.5371701411413548
160,Male,Yes,2,Graduate,No,5.298317366548036,360.0,1.0,Semiurban,Y,8.987196820661973,0.5895405956134135
161,Male,Yes,0,Not Graduate,No,4.553876891600541,360.0,1.0,Rural,Y,8.185628891147607,0.5563258427859289
162,Unknown,Yes,3+,Graduate,No,6.551080335043404,300.0,1.0,Urban,Y,10.854430887309706,0.6035397344233405
163,Male,Yes,3+,Not Graduate,No,4.394449154672439,180.0,1.0,Rural,N,8.166784289056151,0.5380880649145091
164,Male,Yes,0,Graduate,No,5.231108616854587,360.0,1.0,Semiurban,Y,9.335474102732949,0.5603473973885468
165,Male,Yes,0,Not Graduate,Yes,4.465908118654584,360.0,1.0,Semiurban,N,8.533066540572527,0.5233649705437482
166,Male,Yes,0,Graduate,No,4.7535901911063645,360.0,1.0,Rural,Y,8.605387202152153,0.5523970135727909
167,Male,Yes,2,Graduate,No,4.61512051684126,360.0,1.0,Rural,Y,8.20631072579402,0.5623867619751521
168,Male,Yes,3+,Graduate,No,6.20455776256869,360.0,0.0,Semiurban,N,9.730086093116732,0.6376673035768846
169,Male,Yes,1,Graduate,No,4.7535901911063645,360.0,1.0,Semiurban,Y,8.229511118964457,0.5776272882300355
170,Male,No,0,Not Graduate,No,4.624972813284271,480.0,0.0,Urban,N,8.238536930171769,0.5613827858616933
171,Male,Yes,1,Graduate,No,5.19295685089021,360.0,0.0,Urban,N,9.521494800613105,0.545393024901492
172,Male,No,0,Graduate,No,4.204692619390966,360.0,1.0,Rural,N,8.850660919017152,0.47507103230635217
173,Male,Yes,0,Graduate,No,4.290459441148391,180.0,1.0,Semiurban,Y,8.433811582477187,0.5087212820906053
174,Male,Yes,1,Graduate,No,5.560681631015528,360.0,1.0,Semiurban,N,10.429576102968031,0.5331646824488944
175,Female,Yes,0,Graduate,No,4.68213122712422,360.0,1.0,Semiurban,Y,8.195609567288775,0.5712974963829488
176,Male,Yes,0,Graduate,Yes,4.787491742782046,360.0,1.0,Semiurban,Y,10.689601259598334,0.4478643895611442
177,Male,Yes,1,Graduate,Yes,4.189654742026425,300.0,0.0,Rural,N,7.686162303492906,0.5450905896330702
178,Male,Yes,0,Graduate,No,4.060443010546419,360.0,1.0,Rural,Y,8.416488487294606,0.4824390856918533
179,Unknown,Yes,0,Graduate,Yes,5.123963979403259,360.0,1.0,Rural,Y,8.694502206386648,0.5893337948248942
180,Male,Yes,0,Graduate,No,5.236441962829949,180.0,1.0,Rural,Y,9.140775908590273,0.5728662440908185
181,Male,No,0,Not Graduate,No,3.871201010907891,360.0,1.0,Rural,Y,8.493924564476883,0.4557611715905682
182,Male,No,0,Graduate,No,5.099866427824199,360.0,1.0,Semiurban,N,9.392661928770137,0.5429628433876752
183,Male,Yes,0,Not Graduate,No,5.075173815233827,360.0,1.0,Urban,N,8.704999678440762,0.583018265675903
184,Male,No,0,Graduate,No,4.330733340286331,360.0,1.0,Semiurban,Y,8.257904193465674,0.5244349218429005
185,Male,No,0,Graduate,No,4.787491742782046,360.0,1.0,Rural,Y,8.340694647925071,0.5739919688791195
186,Male,Yes,1,Graduate,No,5.135798437050262,360.0,1.0,Semiurban,N,8.649623978596727,0.5937597344992873
187,Male,No,0,Graduate,No,5.231108616854587,360.0,1.0,Rural,Y,9.399554785027307,0.5565272756521722
188,Female,No,0,Not Graduate,No,4.787491742782046,360.0,1.0,Urban,Y,8.35983738064003,0.5726776161781648
189,Female,Yes,0,Graduate,No,4.727387818712341,360.0,1.0,Semiurban,Y,8.737452587550584,0.5410487520639691
190,Male,No,0,Graduate,Yes,4.418840607796598,360.0,1.0,Urban,N,9.305650551780507,0.474855635638619
191,Male,Yes,1,Not Graduate,No,4.499809670330265,360.0,1.0,Semiurban,Y,8.536995818712418,0.5270952177892648
192,Male,No,2,Graduate,No,5.111987788356544,360.0,0.0,Semiurban,Y,8.5016733797582,0.6012919527734122
193,Male,Yes,1,Not Graduate,No,4.90527477843843,360.0,1.0,Urban,Y,8.430109084509125,0.5818755996232827
194,Male,Yes,2,Not Graduate,No,4.820281565605037,360.0,1.0,Semiurban,Y,8.27308133366583,0.5826464616018895
195,Female,No,0,Not Graduate,No,4.787491742782046,360.0,1.0,Semiurban,Y,8.391176350832751,0.5705388067916043
196,Female,No,0,Graduate,No,4.382026634673881,360.0,1.0,Urban,Y,8.084562415235304,0.5420239723075155
197,Male,No,0,Not Graduate,No,4.007333185232471,360.0,1.0,Rural,Y,8.780480107033297,0.4563911239913336
198,Male,No,0,Graduate,No,4.07753744390572,360.0,1.0,Urban,Y,7.8156105320351905,0.5217170721586515
199,Male,No,0,Graduate,No,4.844187086458591,360.0,1.0,Semiurban,N,8.136810863675537,0.5953422253040289
200,Female,No,0,Graduate,No,5.365976015021851,360.0,1.0,Semiurban,N,9.210340371976184,0.5826034433372976
201,Male,Yes,3+,Graduate,No,4.852030263919617,360.0,0.0,Semiurban,N,8.451053388911692,0.5741331927077614
202,Male,Yes,1,Graduate,Yes,5.480638923341991,360.0,1.0,Urban,Y,8.960210955576986,0.6116640501561795
203,Male,Yes,3+,Not Graduate,Yes,4.867534450455582,360.0,1.0,Rural,Y,8.648747631156539,0.5628022296454359
204,Male,Yes,0,Graduate,No,4.919980925828125,360.0,1.0,Urban,Y,8.731336360533149,0.5634854417093723
205,Male,Yes,3+,Not Graduate,No,4.605170185988092,360.0,1.0,Semiurban,Y,8.483222671845084,0.5428562191668225
206,Male,Yes,0,Graduate,No,4.90527477843843,360.0,1.0,Rural,N,7.575584651557793,0.6475110508374745
207,Male,Yes,0,Graduate,No,4.875197323201151,360.0,1.0,Semiurban,Y,8.61286694148452,0.5660365307304817
208,Male,Yes,2,Graduate,No,4.276666119016055,360.0,0.0,Semiurban,N,8.517193191416238,0.5021215349824573
209,Female,Yes,2,Graduate,No,4.844187086458591,360.0,1.0,Semiurban,Y,8.804775258867686,0.5501772554137361
210,Male,Yes,0,Graduate,No,4.0943445622221,360.0,0.0,Urban,N,7.7057128238944275,0.5313388463590367
211,Male,Yes,2,Graduate,No,4.7535901911063645,360.0,1.0,Semiurban,Y,8.65277248565806,0.5493719150694675
212,Male,No,0,Graduate,No,4.969813299576001,360.0,1.0,Semiurban,Y,8.659039915644474,0.5739450733558731
213,Male,Yes,0,Graduate,No,5.1647859739235145,360.0,1.0,Semiurban,Y,9.058121158998672,0.5701829201956109
214,Male,Yes,0,Graduate,No,4.852030263919617,360.0,1.0,Semiurban,Y,8.740336742730447,0.5551308155209431
215,Male,Yes,0,Graduate,No,5.135798437050262,360.0,1.0,Rural,N,8.086410275323782,0.6351147495845582
216,Male,Yes,0,Not Graduate,Yes,4.927253685157205,360.0,1.0,Urban,N,8.462737005620179,0.5822293286303204
217,Male,Yes,2,Graduate,No,5.3471075307174685,360.0,1.0,Semiurban,Y,8.980298078970817,0.5954265085296891
218,Male,Unknown,0,Graduate,No,5.062595033026967,480.0,1.0,Semiurban,Y,8.467582690862903,0.597879609547817
219,Male,No,0,Graduate,Yes,5.298317366548036,360.0,1.0,Rural,Y,8.764053269347762,0.6045510226505444
220,Male,Yes,1,Graduate,No,4.6443908991413725,360.0,1.0,Semiurban,Y,8.421783006611578,0.5514735888463597
221,Male,Yes,0,Graduate,No,3.7376696182833684,180.0,1.0,Rural,Y,8.22040309993373,0.45468203600788143
222,Male,No,0,Not Graduate,No,4.787491742782046,360.0,1.0,Rural,Y,8.663369301573839,0.5526131434697493
223,Female,No,0,Graduate,No,5.634789603169249,360.0,1.0,Semiurban,Y,9.027978814382207,0.6241474109567727
224,Male,Yes,1,Graduate,No,4.941642422609304,360.0,1.0,Semiurban,Y,8.503905297089302,0.581102711045091
225,Male,Yes,1,Graduate,No,5.135798437050262,360.0,1.0,Rural,Y,8.81877816903701,0.5823707478074686
226,Male,Yes,0,Graduate,No,5.541263545158426,360.0,1.0,Urban,N,8.656259239539235,0.640145285835199
227,Female,No,0,Graduate,Yes,4.804021044733257,360.0,1.0,Urban,Y,8.149890544402423,0.5894583514416394
228,Female,No,1,Graduate,No,4.718498871295094,360.0,1.0,Rural,Y,8.245909264774093,0.572222992005523
229,Male,Yes,1,Graduate,No,4.564348191467836,360.0,1.0,Semiurban,Y,8.106212902619962,0.5630678895680892
230,Male,Yes,2,Graduate,No,4.787491742782046,360.0,1.0,Rural,Y,9.289059126687574,0.5153903831904274
231,Male,Yes,1,Not Graduate,No,4.941642422609304,180.0,1.0,Urban,N,8.41027590907016,0.5875719745745716
232,Male,No,0,Graduate,No,5.043425116919247,60.0,1.0,Urban,Y,9.067162602299854,0.556229698102028
233,Male,Yes,2,Graduate,Yes,4.68213122712422,360.0,1.0,Rural,Y,8.92930284224307,0.5243557430904711
234,Male,Yes,0,Not Graduate,No,4.812184355372417,360.0,1.0,Semiurban,Y,8.96482339168508,0.5367851819407555
235,Male,No,0,Graduate,Yes,4.787491742782046,180.0,1.0,Urban,N,9.247925132303454,0.517682796334402
